r,v,T,Re
0.008181818181818182,0.10122816293610834,5.0,1734.4983243780925
0.004343434343434344,0.13094434392126547,30.0,3301.344032425861
0.0032323232323232323,0.11731936239445477,30.0,3402.7541446079254
0.0030303030303030303,0.14442535787977578,5.0,1751.7658023415022
0.0077777777777777776,0.14181227470206423,30.0,3384.2761101861215
0.0032323232323232323,0.15166152556359985,5.0,1776.1539554141953
0.0007070707070707071,0.1463423022827768,30.0,3269.263142655892
0.008484848484848484,0.10035439281967867,5.0,1752.8573056542991
0.007272727272727273,0.1363926827992507,30.0,3351.8958250412797
0.00020202020202020202,0.14003301648888594,30.0,3264.7561774371416
0.006363636363636364,0.12601030748895034,30.0,3348.269446010603
0.00808080808080808,0.11109948981320499,5.0,1723.0387900201156
0.004646464646464647,0.14787163710420215,5.0,1770.6482441463581
0.0030303030303030303,0.14798115786108954,30.0,3313.2144091218033
0.0027272727272727275,0.14443965870106326,30.0,3195.890395198613
0.0034343434343434343,0.15536113396206075,5.0,1759.4400639926898
0.0016161616161616162,0.13439318375010054,30.0,3423.784999956613
0.005454545454545455,0.14568235622582815,5.0,1777.858106459234
0.006161616161616161,0.14413323943130413,30.0,3221.4845701629074
0.00505050505050505,0.1406589656052964,5.0,1744.287641628334
0.0035353535353535356,0.1395954067125745,30.0,3291.5059104486013
0.008484848484848484,0.14544862155246607,30.0,3395.867626480074
0.0011111111111111111,0.15582654725026468,5.0,1748.4266062897436
0.00808080808080808,0.1308396628867534,30.0,3495.251065647571
0.00020202020202020202,0.16799967975481953,5.0,1776.2226498108066
0.0014141414141414141,0.13794969466201784,30.0,3295.06169297904
0.00898989898989899,0.13021922106660305,30.0,3295.0279968110913
0.00595959595959596,0.13360179681369838,5.0,1751.3602275468124
0.009696969696969697,0.10419276404473937,5.0,1756.835641773494
0.0077777777777777776,0.11761996769811914,5.0,1741.3527286711276
0.004747474747474748,0.14781338616560227,30.0,3257.591531379911
0.005353535353535353,0.15179889517970876,30.0,3364.8281846979976
0.003737373737373737,0.1376873472852749,30.0,3267.244870785991
0.007676767676767677,0.10381186818576112,5.0,1719.9722890387447
0.004242424242424242,0.1498078270092461,5.0,1753.3645167601442
0.006363636363636364,0.12086286161720436,5.0,1747.2833802783716
0.00202020202020202,0.14254363204902595,30.0,3329.679139626927
0.00505050505050505,0.13602117062132163,30.0,3303.502264488067
0.005151515151515152,0.14032159574975903,30.0,3273.6501313211224
0.00030303030303030303,0.12833461381083916,30.0,3486.5036078760722
0.00101010101010101,0.14998305345972837,30.0,3271.747010941802
0.00393939393939394,0.13854646023349362,30.0,3390.800094289357
0.006464646464646465,0.13506744015769837,30.0,3419.195321528461
0.006060606060606061,0.12378212634944323,5.0,1770.5495175734902
0.0044444444444444444,0.14322555079024488,30.0,3244.1029829737763
0.007171717171717172,0.1512815539762589,30.0,3270.978693146443
0.006868686868686869,0.13522440109603018,5.0,1793.07473547361
0.0038383838383838384,0.142039292513599,5.0,1755.8258387994467
0.0052525252525252525,0.14784203300641008,5.0,1719.2283961154608
0.0009090909090909091,0.15444345320593872,5.0,1751.9993601038534
0.009595959595959595,0.08748035708564503,5.0,1745.4004881144008
0.002929292929292929,0.14335657843278715,5.0,1721.5501190181794
0.0044444444444444444,0.14101044449839828,5.0,1744.339797404659
0.0,0.14856148494720375,30.0,3419.947644069074
0.004949494949494949,0.15589572401089846,30.0,3296.2532467141227
0.00909090909090909,0.09626259629167516,5.0,1758.2415000173198
0.0011111111111111111,0.14294518802862768,30.0,3416.2972361069737
0.0036363636363636364,0.15083890540523529,30.0,3436.8979247080592
0.009494949494949495,0.08284241391420741,5.0,1779.492833063157
0.01,0.0774591098385473,5.0,1777.4906377731438
0.000505050505050505,0.12584233675710232,30.0,3257.8850045605636
0.004646464646464647,0.1447052721393202,30.0,3281.5389322361834
0.00393939393939394,0.14540401023296629,5.0,1772.0259628234398
0.009191919191919192,0.13083112705912767,30.0,3239.4041645683606
0.0056565656565656566,0.12225249762256048,5.0,1766.415174627339
0.00595959595959596,0.1524067288531669,30.0,3265.768355832701
0.0019191919191919192,0.1417430623349393,30.0,3446.631696155527
0.003737373737373737,0.1352342247940925,5.0,1781.7328941894702
0.005353535353535353,0.14553937157632515,5.0,1773.4052933978073
0.006262626262626263,0.1465906266235464,30.0,3369.85745362988
0.009393939393939394,0.1381867797603353,30.0,3282.5980105015633
0.006767676767676768,0.1312039202502288,30.0,3427.0201765461425
0.005757575757575757,0.1255279003828725,5.0,1768.4703756080849
0.006868686868686869,0.14226440918858269,30.0,3416.941011722813
0.00404040404040404,0.15119949903505658,5.0,1749.0474994180565
0.003333333333333333,0.13635643875012496,30.0,3279.6305570702107
0.0006060606060606061,0.13704973489732444,30.0,3264.0884470187425
0.0069696969696969695,0.12040400109777029,5.0,1733.9569881538966
0.005454545454545455,0.12519686048210935,30.0,3371.7991205286953
0.0035353535353535356,0.13950807965702633,5.0,1711.5190918147007
